Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,0.004
B,,1_2,0.002
B,,2_1,0.004
B,,2_2,0.003
C,,0,0.004
C,,0,0.005
C,,0,0.003
C,,1500,0.159
C,,1500,0.155
C,,1500,0.155
C,,3000,0.316
C,,3000,0.299
C,,3000,0.288
C,,4500,0.463
C,,4500,0.56
C,,4500,0.418
O,0.3,LIF-475,0.099
D,0.3,LIF-475,0.094
O,0.3,LIF-476,0.077
D,0.3,LIF-476,0.074
O,0.3,LIF-477,0.082
D,0.3,LIF-477,0.077
O,0.3,LIF-478,0.057
D,0.3,LIF-478,0.067
O,0.3,LIF-479,0.206
D,0.3,LIF-479,0.182
O,0.3,LIF-480,0.08
D,0.3,LIF-480,0.071
O,0.3,LIF-481,0.067
D,0.3,LIF-481,0.071
O,0.3,LIF-482,0.067
D,0.3,LIF-482,0.068
O,0.3,LIF-483,0.078
D,0.3,LIF-483,0.073
O,0.3,LIF-484,0.081
D,0.3,LIF-484,0.073
O,0.3,LIF-485,0.114
D,0.3,LIF-485,0.092
O,0.3,LIF-486,0.107
D,0.3,LIF-486,0.113
O,0.3,LIF-487,0.073
D,0.3,LIF-487,0.082
O,0.3,LIF-488,0.089
D,0.3,LIF-488,0.074
O,0.3,LIF-489,0.087
D,0.3,LIF-489,0.076
O,0.3,LIF-490,0.112
D,0.3,LIF-490,0.087
O,0.3,LIF-491,0.085
D,0.3,LIF-491,0.085
O,0.3,LIF-492,0.08
D,0.3,LIF-492,0.076
O,0.3,LIF-493,0.084
D,0.3,LIF-493,0.079
O,0.3,LIF-494,0.084
D,0.3,LIF-494,0.07
O,0.3,LIF-495,0.086
D,0.3,LIF-495,0.075
O,0.3,LIF-496,0.039
D,0.3,LIF-496,0.045
O,0.3,LIF-497,0.047
D,0.3,LIF-497,0.061
O,0.3,LIF-498,0.049
D,0.3,LIF-498,0.042
O,0.3,LIF-499,0.049
D,0.3,LIF-499,0.051
O,0.3,LIF-500,0.093
D,0.3,LIF-500,0.092
O,0.3,LIF-501,0.11
D,0.3,LIF-501,0.093
O,0.3,LIF-502,0.039
D,0.3,LIF-502,0.045
