Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,0.009
B,,1_2,0.01
B,,2_1,0.01
B,,2_2,0.013
C,,0,0.007
C,,0,0.012
C,,0,0.008
C,,549.5825955,0.335
C,,549.5825955,0.333
C,,549.5825955,0.323
C,,1099.165191,0.629
C,,1099.165191,0.65
C,,1099.165191,0.648
C,,4396.660764,2.531
C,,4396.660764,2.576
C,,4396.660764,2.514
O,,IN-1049,1.332
D,,IN-1049,1.263
O,,IN-1050,1.956
D,,IN-1050,1.952
O,,IN-1051,2
D,,IN-1051,1.951
O,,IN-1052,1.367
D,,IN-1052,1.409
O,,IN-1053,2.028
D,,IN-1053,2.08
O,,IN-1054,2.14
D,,IN-1054,2.017
O,,IN-1055,2.46
D,,IN-1055,2.535
O,,IN-1056,2.578
D,,IN-1056,2.538
O,,IN-1057,1.706
D,,IN-1057,1.687
O,,IN-1058,1.921
D,,IN-1058,1.887
O,,IN-1059,1.633
D,,IN-1059,1.639
O,,IN-1060,2.424
D,,IN-1060,2.403
O,,IN-1061,1.645
D,,IN-1061,1.675
O,,IN-1062,1.678
D,,IN-1062,1.744
O,,IN-1063,2.407
D,,IN-1063,2.431
O,,IN-1064,1.543
D,,IN-1064,1.497
O,,IN-1065,1.875
D,,IN-1065,1.887
O,,IN-1066,1.833
D,,IN-1066,1.851
O,,IN-1067,1.564
D,,IN-1067,1.552
O,,IN-1068,1.712
D,,IN-1068,1.723
O,,IN-1069,1.857
D,,IN-1069,1.886
O,,IN-1070,2.222
D,,IN-1070,2.215
O,,IN-1071,1.504
D,,IN-1071,1.542
O,,IN-1072,1.479
D,,IN-1072,1.487
O,,IN-1073,1.63
D,,IN-1073,1.604
O,,IN-1074,2.571
D,,IN-1074,2.533
O,,IN-1075,1.681
D,,IN-1075,1.664
O,,IN-1076,1.558
D,,IN-1076,1.619
