Type,Sample_Wt(g),Sample_ID,Absorbance
B,,1_1,0.001
B,,1_2,0.003
B,,2_1,0.002
B,,2_2,0.003
C,,0,0.002
C,,0,0.002
C,,0,0.003
C,,1500,0.157
C,,1500,0.164
C,,1500,0.162
C,,3000,0.308
C,,3000,0.348
C,,3000,0.354
C,,4500,0.511
C,,4500,0.462
C,,4500,0.48
O,0.3,LIF-353,0.059
D,,LIF-353,0.063
O,0.3,LIF-354,0.137
D,,LIF-354,0.139
O,0.3,LIF-355,0.097
D,,LIF-355,0.09
O,0.3,LIF-356,0.098
D,,LIF-356,0.102
O,0.3,LIF-357,0.09
D,,LIF-357,0.094
O,0.3,LIF-358,0.134
D,,LIF-358,0.135
O,0.3,LIF-359,0.067
D,,LIF-359,0.052
O,0.3,LIF-360,0.078
D,,LIF-360,0.067
O,0.3,LIF-361,0.095
D,,LIF-361,0.101
O,0.3,LIF-362,0.101
D,,LIF-362,0.113
O,0.3,LIF-363,0.089
D,,LIF-363,0.09
O,0.3,LIF-364,0.072
D,,LIF-364,0.088
O,0.3,LIF-365,-0.016
D,,LIF-365,0.094
O,0.3,LIF-366,0.081
D,,LIF-366,0.079
O,0.3,LIF-367,0.092
D,,LIF-367,0.092
O,0.3,LIF-368,0.143
D,,LIF-368,0.138
O,0.3,LIF-369,0.08
D,,LIF-369,0.076
O,0.3,LIF-370,0.085
D,,LIF-370,0.087
O,0.3,LIF-371,0.091
D,,LIF-371,0.105
O,0.3,LIF-372,0.124
D,,LIF-372,0.116
O,0.3,LIF-373,0.144
D,,LIF-373,0.132
O,0.3,LIF-374,0.068
D,,LIF-374,0.056
O,0.3,LIF-375,0.063
D,,LIF-375,0.064
O,0.3,LIF-376,0.11
D,,LIF-376,0.122
O,0.3,LIF-377,0.068
D,,LIF-377,0.083
O,0.3,LIF-378,0.079
D,,LIF-378,0.068
O,0.3,LIF-379,-0.017
D,,LIF-379,0.09
O,0.3,LIF-380,0.089
D,,LIF-380,0.089
,,LIF-381,
,,LIF-381,
,,LIF-382,
,,LIF-382,
,,LIF-383,
,,LIF-383,
,,LIF-384,
,,LIF-384,
,,LIF-385,
,,LIF-385,
,,LIF-386,
,,LIF-386,
,,LIF-387,
,,LIF-387,
,,LIF-388,
,,LIF-388,
